Affiliate program,Promotion name,Start Date,End Date,Description (for affiliate),Description (for customer),Coupon code,Landing Page,Benefits & Tools
librarie.net,Târgul de Primăvară 2026 (15 mai 2026 - 31 mai 2026),2026-05-15 21:00:00 UTC,2026-05-30 21:00:00 UTC,-,"Primăvara se încheie cu noutăți în bibliotecă!

Profită de Târgul de Primăvară 2026 până la sfârșitul lunii! 

Ocazia perfectă pentru clienți să iși  aleagă lecturile preferate  înainte de vară la prețuri de sărbătoare.

📅 Valabil până pe 31 mai.
✨ Peste 10.000 de cărți așteaptă la un click distanță.

https://www.librarie.net/c/4621/t%C3%A2rgul-prim%C4%83var%C4%83-2026

Spor la conversii!

Echipa LIBRARIE.net",,https://www.librarie.net/c/4621/t%C3%A2rgul-prim%C4%83var%C4%83-2026,
kamin.ro,Gratar WEBER Gratuit,2026-05-15 21:00:00 UTC,2026-05-30 21:00:00 UTC,"In perioada 16.05-31.05, orice comanda cu valoare minima de 3700 lei si o sursa de caldura incluse, primeste gratuit un Gratar Weber Compact Kettle pe carbuni. ",Comanda o sursa de caldura in valoare de 3700 lei si primesti cadou un gratar Weber,,https://www.kamin.ro/blog/kamin-ofera-cadou-un-gratar-weber-la-comanda-unei-surse-de-caldura-minim-3700-lei,
atelier49.ro,Reduceri de până la 52% la produse artizanale românești,2026-05-14 21:00:00 UTC,2026-05-30 21:00:00 UTC,Urmeaza sa implementam comisioane de 12% pentru categoria cadouri. Produsele din aceasta categorie pot fi personalizate si se vand foarte bine. Piesele de mobilier sunt o alta optiune pe care va rugam sa o luati in calcul datorita AOV-ului ridicat si potentialului de castig. ,"Beneficiază de reduceri de până la 52% la cadouri, decorațiuni și produse artizanale realizate din materiale naturale (lemn, sticlă, metal, ceramică, lână) în România, perfecte pentru aniversări și zile de naștere, locuință, pensiuni, decor rustic și tradițional, sărbători etc.

Discounturile sunt aplicate automat pe site. Unele produse din categoria cadouri pot fi personalizate. Toate comenzile beneficiaza de o perioada de retur de 30 de zile.  ","",https://www.atelier49.ro/,Special Product Feed
carturesti.ro ,Tombolă Dixit,2026-05-14 21:00:00 UTC,2026-05-31 21:00:00 UTC,"Jocurile din seria Dixit sunt mai mult decât simple board games; sunt ferestre deschise către o lume unde regulile logicii lasă loc intuiției și visării. Dixit a devenit un simbol al reconectării, oferind un spațiu sigur în care limbajul vizual deblochează amintiri și metafore surprinzătoare, indiferent de vârstă.

Te invităm să duci experiența la înălțime: cumpără orice joc de bază sau extensie Dixit în stoc pe carturesti.ro, în perioada 15 mai – 1 iunie, și poți câștiga, prin tragere la sorți, un zbor cu balonul pentru două persoane sau extensii pentru a-ți completa colecția.

Pentru a intra în tragerea la sorți, bifează căsuța „Vreau să mă înscriu la tombola Dixit” din pagina de checkout. Promoția este valabilă exclusiv online, în limita stocului disponibil.","Jocurile din seria Dixit sunt mai mult decât simple board games; sunt ferestre deschise către o lume unde regulile logicii lasă loc intuiției și visării. Dixit a devenit un simbol al reconectării, oferind un spațiu sigur în care limbajul vizual deblochează amintiri și metafore surprinzătoare, indiferent de vârstă.

Te invităm să duci experiența la înălțime: cumpără orice joc de bază sau extensie Dixit în stoc pe carturesti.ro, în perioada 15 mai – 1 iunie, și poți câștiga, prin tragere la sorți, un zbor cu balonul pentru două persoane sau extensii pentru a-ți completa colecția.

Pentru a intra în tragerea la sorți, bifează căsuța „Vreau să mă înscriu la tombola Dixit” din pagina de checkout. Promoția este valabilă exclusiv online, în limita stocului disponibil.",,https://carturesti.ro/offer/tombola-dixit-6588,Special Banners
carturesti.ro ,Legami Good Vibes cu până la -25% reducere,2026-05-14 21:00:00 UTC,2026-06-14 21:00:00 UTC,"Cea mai frumoasă destinație de vacanță este, de fapt, o stare de spirit. Pentru a o atinge, am creat un „kit de supraviețuire” pentru zilele însorite, unde estetica veselă întâlnește distracția pură. Colecția Good Vibes - Legami este biletul tău către o vacanță continuă, unde accesoriile gonflabile spectaculoase și jocurile de vară transformă orice piscină într-o oază de relaxare, departe de zgomotul notificărilor.

Transformă-ți vara într-o experiență memorabilă cu accesoriile Good Vibes, cu până la 25% reducere în perioada 15 mai – 15 iunie.

Promoția este valabilă pe carturesti.ro, în limita stocului disponibil. Nu se cumulează cu alte promoții și reduceri.","Cea mai frumoasă destinație de vacanță este, de fapt, o stare de spirit. Pentru a o atinge, am creat un „kit de supraviețuire” pentru zilele însorite, unde estetica veselă întâlnește distracția pură. Colecția Good Vibes - Legami este biletul tău către o vacanță continuă, unde accesoriile gonflabile spectaculoase și jocurile de vară transformă orice piscină într-o oază de relaxare, departe de zgomotul notificărilor.

Transformă-ți vara într-o experiență memorabilă cu accesoriile Good Vibes, cu până la 25% reducere în perioada 15 mai – 15 iunie.

Promoția este valabilă pe carturesti.ro, în limita stocului disponibil. Nu se cumulează cu alte promoții și reduceri.",,https://carturesti.ro/offer/good-vibes-6587,Special Banners
ookee.ro,1 iunie - Pentru ziua copilului tau! | Ookee.ro,2026-05-14 21:00:00 UTC,2026-06-13 21:00:00 UTC,1 iunie -Jucarii si selectii Pentru ziua copilului tau! | Ookee.ro - landingpage promo,1 iunie -Jucarii si selectii Pentru ziua copilului tau! | Ookee.ro,"",https://www.ookee.ro/3516-1-iunie,Special Banners
f64.ro ,Sezonul Creatorilor a început! Cod EXTRA pentru reduceri de până la 80% la vlogging gear!,2026-05-13 09:00:00 UTC,2026-06-02 20:45:00 UTC,"În Sezonul Creatorilor, vă invităm să păstrați comunicarea simplă, prietenoasă și orientată spre inspirație. Voi sunteți cei care duceți mesajul mai departe, așa că menționați clar codul EXTRA și faptul că aduce reduceri între 5% și 80% la produsele participante. Folosiți vizualuri autentice, cu oameni care filmează, editează sau creează conținut pentru TikTok, Reels sau YouTube — imagini care îi fac pe creatori să se vadă în ele. Adaptați mesajele pentru începători și pentru cei care își fac upgrade la gear, evitați detaliile tehnice și puneți accent pe vibe-ul „puteți începe chiar acum”. Mențineți CTA-uri directe și prietenoase și reamintiți-le clienților că reducerea se activează în coș.","E timpul să creezi fără limite!  
În Sezonul Creatorilor, ai un cod EXTRA care îți aduce până la 80% reducere la echipamentele de vlogging și content creation.

Aplică EXTRA în coș și vezi cum prețurile scad instant.
Perfect pentru:
- cei care vor să înceapă vlogging-ul
- creatori de TikTok, Reels, YouTube
- upgrade de gear pentru proiecte noi

Tu aduci ideile. Noi aducem echipamentul. Aplica codul EXTRA în coș și bucură-te de reduceri!",,https://www.f64.ro/oferte-speciale,Special Banners
ada-shoes.ro,15% EXTRA reducere,2026-05-12 21:00:00 UTC,2026-05-30 21:00:00 UTC,"Campania se desfasoara in perioada 14-31 MAI 2026
Clientul beneficieaza de 15% reducere EXTRA la orice produs
","Clientul beneficieaza de 15% EXTRA reducere la orice produs
Reducerea se aplică automat după ce adauga produsul/produsele în coș 
Inclusiv produse deja reduse 
","",https://ada-shoes.ro/,
doctorshield.ro/,"Birouri Gaming cu preturi de la 299,98 lei + Livrare si retur GRATUIT",2026-05-12 21:00:00 UTC,2026-06-03 20:45:00 UTC,TRANSPORTUL ȘI RETURUL SUNT GRATUITE LA TOATE COMENZILE,"Alege dintr-o selectie de birouri de gaming cu preturi incepand de la 299,98 lei + Livrare si retur GRATUIT",,https://doctorshield.ro/cat/birouri-gaming/,
expomob.ro,Black Friday de primavara cu reduceri de pana la -55% la mobila,2026-05-12 21:00:00 UTC,2026-05-31 20:45:00 UTC,Black Friday de primavara cu reduceri de pana la -55% la mobila,"A inceput Black Friday de primavara la Expomob, cu reduceri de pana la -55% la mobila living, mobila dormitor, mobila bucatarie, mobila pentru camera copilului, mobila terasa si multe altele. Promotie valabila pana pe 31.05.2026!",,https://www.expomob.ro/promotii-expomob,
autobob.ro,Reduceri de pana la -40% la brandul Motul,2026-05-12 21:00:00 UTC,2026-06-12 20:45:00 UTC,Reduceri de pana la -40% la brandul Motul,"Reduceri de pana la -40% la brandul Motul - Uleiuri si Lichide Auto, Moto/Atv, Intretinere auto si pachete revizie.",,https://www.autobob.ro/produse/motul,
sportdepot.ro,"Mid Season Sale la SportDepot.ro cu reduceri de pana la -40% la selectia Nike, Puma, Adidas, Under Armour, Guess si Brille",2026-05-12 21:00:00 UTC,2026-05-25 20:45:00 UTC,"Mid Season Sale cu reduceri de pana la -40% la selectia Nike, Puma, Adidas, Under Armour, Guess si Brille","Mid Season Sale cu reduceri de pana la -40% la selectia Nike, Puma, Adidas, Under Armour, Guess si Brille. In acesta selectie gasesti imbracaminte, incaltaminte, echipament sport.",,https://www.sportdepot.ro/mid_season_sale_pana_la_40/promotion-011f83d6dfd4a7e7d64994b1fefbf9e0,
sportdepot.ro,"Promotie SportDepot.ro - 20% Reducere CORDILLERO, DEMIX, JOSS, OUTVENTURE, TERMIT",2026-05-12 21:00:00 UTC,2026-05-25 20:45:00 UTC,"Promotie SportDepot.ro - 20% Reducere CORDILLERO, DEMIX, JOSS, OUTVENTURE, TERMIT","Bucura-te de o reducere de 20% la brandurile CORDILLERO, DEMIX, JOSS, OUTVENTURE, TERMIT pana pe 25.05.2026",,https://www.sportdepot.ro/vibe_activ_20_reducere_cordillero_demix_joss_outventure_termit/promotion-7d0349905a412c06e0f50fcb8f1ace6f,
sportdepot.ro,Cod reducere SportDepot.ro -10% EXTRA reducere la Puma Timeless collection,2026-05-12 21:00:00 UTC,2026-05-27 20:45:00 UTC,Cod reducere SportDepot.ro -10% EXTRA reducere la Puma Timeless collection,"Cod reducere SportDepot.ro -10% EXTRA reducere la Puma Timeless collection. In colectie gasesti imbracaminte, incaltaminte, echipament sport si accesorii.",PUMA10,https://www.sportdepot.ro/puma_timeless_collection_extra_10_reducere_promo_cod_puma10/recommended-1299,
sportdepot.ro,Promotie SportDepot.ro -15% la selectia de tricouri,2026-05-12 21:00:00 UTC,2026-05-25 20:45:00 UTC,Promotie SportDepot.ro -15% la selectia de tricouri,"Promotie SportDepot.ro -15% la selectia de tricouri de femei, barbati si copii, de la branduri precum: Columbia, The North Face, Oakley si multe altele.",,https://www.sportdepot.ro/outdoor_tricouri_reducere_15/promotion-225db47ed79974eec8e0cb9511836290,
vonmag.ro,🔥  Lichidare stoc Hikvision HiWatch,2026-05-12 21:00:00 UTC,2026-06-15 20:45:00 UTC,"🔥 Mega Lichidare de stoc Hikvision HiWatch — până la 40% reducere la camere de supraveghere, în limita stocului disponibil!","Până la 40% reducere la camere de supraveghere, în limita stocului disponibil!",,https://www.vonmag.ro/oferte/hwls,
femieko.ro,Luna Menstruației la Femi.Eko 🌸,2026-05-11 21:00:00 UTC,2026-05-30 21:00:00 UTC,"Perioada campaniei

11 Mai – 31 Mai

Mecanica promoției
Clienții pot învârti Roata Femi.Eko pentru a primi coduri de discount
Orice comandă de peste 89 lei beneficiază de un cadou garantat, ales de client
Transport gratuit la locker pentru comenzile eligibile
Produse promovate
Chiloți menstruali
Costume de baie menstruale
Cupe menstruale
Discuri menstruale
Accesorii și produse complementare
Mesaje recomandate
„Alege-ți cadoul preferat la comenzi de peste 89 lei”
„Învârte Roata Femi.Eko și descoperă discountul tău”
„Confort și protecție pentru fiecare perioadă”
„Produse reutilizabile create pentru libertate și confort”
„Campanie specială Luna Menstruației”
Beneficii cheie
Produse reutilizabile și sustenabile
Confort și protecție pentru activitățile zilnice
Alternative moderne pentru perioada menstruală
Potrivite pentru lifestyle activ, sport, vacanțe și utilizare zilnică
Recomandări de promovare
Social Media Posts
Instagram Reels / TikTok
Newslettere
Articole de blog
Recomandări personale / UGC content
Campanii de conversie și awareness
Landing Page

Femi.Eko România

Mulțumim pentru colaborare și mult succes la conversii 💜","Am lansat oficial campania „Luna Menstruației” pe Femi.Eko, iar perioada aceasta vine cu oportunități foarte bune de conversie 💜

🔹 Clienții pot învârti Roata Femi.Eko pentru a primi coduri de discount
🔹 Orice comandă de peste 89 lei primește un cadou garantat, ales de client
🔹 Campania este activă până pe 31 mai

Am pregătit comunicare specială pentru campanie, iar mecanica de promo este gândită pentru a crește engagement-ul și rata de conversie.

Ne-ar bucura să promovați campania în această perioadă prin articole, social media, newslettere sau content dedicat.

Mulțumim pentru colaborare și mult succes la conversii! 🌿","",https://femieko.ro,Special Banners
manukashop.ro,Transport gratuit la orice comanda!,2026-05-11 21:00:00 UTC,2027-01-30 22:00:00 UTC,"Transportul va fi lasat gratuit la orice comanda pe toata perioada anului 2026 deci puteti ajusta campaniile dvs pentru tot anul avand acest avantaj.  Exista si discounturi zilnice in functie de produs , pret aplicat direct pe site. ","Transport gratuit la orice comanda si discounturi zilnice si dinamica pe site.  Nu este necesar cupon, transportul e gratuit automat si discounturile aplicate deja la pret produs pe site direct.  Va multumim.","",https://manukashop.ro,
vetro.ro,Lichidari stoc produse medicale,2026-05-11 21:00:00 UTC,2026-06-29 21:00:00 UTC,"Produse cu reduceri de pana la 90%, cu stoc limitat! 

De ce sunt aceste produse atât de ieftine?
Lichidare de stoc
Termen de valabilitate apropiat
Actualizare de gamă sau ambalaj
Oportunități unice, cantități limitate

Ce tipuri de produse poți găsi?
Consumabile medicale (mănuși, măști, dezinfectanți)
Produse pentru îngrijire și recuperare
Echipamente de protecție
Alte produse medicale autorizate

Informații importante
Toate produsele sunt avizate
Data de expirare este afișată clar pe pagina fiecărui produs
Reducerile se aplică doar până la epuizarea stocului
Produsele cu termen apropiat de expirare nu se pot returna, conform legislației în vigoare","Produse medicale la prețuri excepționale, cu reduceri de până la 90%, disponibile pentru o perioadă limitată.  Aceste produse provin din stocuri care urmează să fie epuizate sau sunt aproape de data expirării, dar sunt perfect conforme și sigure pentru utilizare, în condițiile specificate de producător. ",,https://www.vetro.ro/lichidari/produse-medicale-reduceri-lichidare-stoc,Special Banners
vetro.ro,Lichidare stoc - produse cosmetice,2026-05-11 21:00:00 UTC,2026-06-30 20:45:00 UTC,"Consumabile cosmetice la prețuri excepționale, cu reduceri de până la 90%, disponibile pentru o perioadă limitată. 

De ce sunt aceste produse la preț redus?
Lichidare de stoc 
Produse cu termen de expirare apropiat
Schimbări de gamă, ambalaj sau colecție
Reduceri excepționale, disponibile în cantități limitate

Ce tipuri de produse cosmetice găsești?
Produse pentru fata
Produse pentru corp
Produse pentru păr

Informații importante
Produsele sunt conforme cu standardele de calitate
Data de expirare este afișată clar în pagina fiecărui produs
Reducerile se aplică doar până la epuizarea stocului

Produsele cu termen de valabilitate apropiat nu se pot returna, conform legislației în vigoare.","Consumabile cosmetice la prețuri excepționale, cu reduceri de până la 90%, disponibile pentru o perioadă limitată. Produsele din această categorie provin din stocuri care urmează să fie epuizate sau au termen de valabilitate apropiat.",,https://www.vetro.ro/lichidari/produse-cosmetice-lichidare-stoc,Special Banners
vetro.ro,Lichidare stoc - produse birou,2026-05-11 21:00:00 UTC,2026-06-30 20:45:00 UTC,"Oferte incredibile la produse pentru birou, cu reduceri de până la 90%. Această categorie include articole de uz general care urmează să iasă din stoc sau au termen de expirare apropiat.

De ce sunt aceste produse atât de ieftine?
Lichidare de stoc
Produse cu termen de expirare apropiat
Actualizare de gamă sau ambalaj

Oportunități unice, cantități limitate
Ce tipuri de produse pentru birou găsești?
Consumabile 
Echipamente mici de birou 
Alte produse de uz general pentru birou

Informații importante
Produsele sunt conforme standardelor
Data de expirare sau starea stocului este afișată clar pe pagina fiecărui produs
Reducerile se aplică doar până la epuizarea stocului
Produsele cu termen de expirare apropiat nu se pot returna, conform legislației","Bucură-te de oferte incredibile la produse pentru birou, cu reduceri de până la 90%. Această categorie include articole de uz general care urmează să iasă din stoc sau au termen de expirare apropiat.",,https://www.vetro.ro/lichidari/produse-birou-reduceri,Special Banners
vetro.ro,Lichidari de stoc - masini si utilaje de croitorie,2026-05-11 21:00:00 UTC,2026-06-30 20:45:00 UTC,"Mașini și utilaje de croitorie la prețuri reduse, ideale pentru ateliere de croitorie, designeri de modă sau pasionați de cusut. 

De ce sunt aceste produse la prețuri speciale?
Reduceri exclusive
Lichidare de stoc sau produse înlocuite cu modele noi
Oportunități limitate, cantități reduse

Ce tipuri de produse găsești?
Mașini de cusut electrice și industriale
Mașini de brodat
Overlock și coverlock
Mașini de tăiat și utilaje pentru confecții
Accesorii și consumabile pentru mașini de croitorie

Informații importante
 Produsele sunt originale și de calitate garantată
 Reducerile se aplică doar până la epuizarea stocului","Mașini și utilaje de croitorie la prețuri speciale, cu reduceri pentru o perioadă limitată de timp. Această categorie include produse de calitate, ideale pentru ateliere de croitorie, designeri de modă sau pasionați de cusut, la prețuri mult mai avantajoase.",,https://www.vetro.ro/lichidari/masini-utilaje-croitorie-reduceri,Special Banners
carturesti.ro ,Colorezi și te relaxezi,2026-05-11 21:00:00 UTC,2026-05-24 21:00:00 UTC,"Terapia prin culoare este cadoul pe care ți-l poți face atunci când vrei să închizi ecranele și să te întorci la tactil. Selecția noastră de cărți de colorat pentru adulți este concepută ca un refugiu urban, unde liniile fine devin un ghid spre claritate mentală și reducerea stresului.


Redescoperă bucuria nuanțelor cu 50% reducere la a doua carte sau planșă de colorat adăugată în coș, în perioada 12-25 mai. Este o oportunitate excelentă de a-ți extinde colecția sau de a împărtăși un moment de liniște cu cineva drag.


Promoția este valabilă pe carturesti.ro, în limita stocului disponibil. Reducerea de 50% se acordă pentru al doilea produs, cel cu valoarea mai mică, în coșul de cumpărături. Nu se cumulează cu alte promoții și reduceri.","Terapia prin culoare este cadoul pe care ți-l poți face atunci când vrei să închizi ecranele și să te întorci la tactil. Selecția noastră de cărți de colorat pentru adulți este concepută ca un refugiu urban, unde liniile fine devin un ghid spre claritate mentală și reducerea stresului.


Redescoperă bucuria nuanțelor cu 50% reducere la a doua carte sau planșă de colorat adăugată în coș, în perioada 12-25 mai. Este o oportunitate excelentă de a-ți extinde colecția sau de a împărtăși un moment de liniște cu cineva drag.


Promoția este valabilă pe carturesti.ro, în limita stocului disponibil. Reducerea de 50% se acordă pentru al doilea produs, cel cu valoarea mai mică, în coșul de cumpărături. Nu se cumulează cu alte promoții și reduceri.",,https://carturesti.ro/offer/colorezi-si-te-relaxezi-6585,Special Banners
fera.ro,5% discount prima comanda,2026-05-11 10:30:00 UTC,2026-06-29 21:00:00 UTC,5% discount la prima comandă plasată pe site. Discount-ul se aplică per întreg coșul de cumpărături.,Beneficiază de 5% discount la prima comandă plasată pe site. Discount-ul se aplică per întreg coșul de cumpărături.,FERANEW,https://fera.ro/5-reducere.html,Special Banners
dacris.net,"Accesorii premium pentru laptop, mouse, tastatură și hub-uri",2026-05-10 21:00:00 UTC,2026-05-30 21:00:00 UTC,"Accesorii Kensington disponibilă pe dacris.ro: mouse-uri ergonomice, tastaturi wireless, hub-uri USB-C și docking stations. Menționați compatibilitatea cu Mac, Windows și Chromebook.","Descoperă gama completă de accesorii Kensington pentru laptop — mouse-uri ergonomice, tastaturi wireless, hub-uri USB și docking stations. Produse certificate, compatibile cu orice laptop sau MacBook, concepute pentru profesioniști care lucrează de acasă sau la birou.",,https://www.dacris.net/kensington,Special Banners
zephyrlabs.ro,Promotie -33% Mai - Septembrie pentru oricare 2 produse identice de la Melegatti Pharma,2026-05-08 21:00:00 UTC,2026-09-29 21:00:00 UTC,"Aceasta promotie nu are limita de utilizare
In landing page-ul site-ului https://www.zephyrlabs.ro/ se afla banner-ul ce semnaleaza promotia, iar landing page-ul pentru produsele la promotie se afla aici https://www.zephyrlabs.ro/promo-ianuarie-aprilie","Promotie -33% reducere in lunie Mai - Septembrie pentru oricare 2 produse identice de la Melegatti Pharma, nu este necesara aplicarea unui voucher pentru aceasta promotie.",,https://www.zephyrlabs.ro/promo-ianuarie-aprilie,
yves-rocher.ro,APĂ MICELARĂ 200 ML OFERITĂ,2026-05-06 22:00:00 UTC,2026-06-16 21:45:00 UTC,"Ofertă valabilă în perioada 06.05.2026 – 16.06.2026, dintr-o selecție, în limita stocurilor disponibile. La achiziționarea produselor HYDRA WATER PLUMP sau SEBO ACTIVE CLEAR, o Apă micelară 200 ml îți este OFERITĂ. Oferta nu poate fi combinată cu alte promoții. Oferta este disponibilă 1 dată/comandă. Surpriza se cumulează cu surprizele aferente pragurilor de 79 LEI, respectiv 200 LEI, în cazul în care acestea sunt atinse.","Ofertă valabilă în perioada 06.05.2026 – 16.06.2026, dintr-o selecție, în limita stocurilor disponibile. La achiziționarea produselor HYDRA WATER PLUMP sau SEBO ACTIVE CLEAR, o Apă micelară 200 ml îți este OFERITĂ. Oferta nu poate fi combinată cu alte promoții. Oferta este disponibilă 1 dată/comandă. Surpriza se cumulează cu surprizele aferente pragurilor de 79 LEI, respectiv 200 LEI, în cazul în care acestea sunt atinse.",,https://www.yves-rocher.ro/apa-micelara-oferita/c/face-care-offer-05,Special Banners
yves-rocher.ro, 2+1 OFERIT,2026-05-06 22:00:00 UTC,2026-06-16 21:30:00 UTC,"Ofertă în limita stocurilor disponibile, dintr-o selecție, în perioada 06.05-16.06.2026. La achiziționarea a două rezerve de 600 ml Șampoane & Geluri de Duș, o a 3-a rezervă cu prețul standard cel mai mic, îți este OFERITĂ. Oferta este multiplă. Oferta nu poate fi cumulată cu alte oferte sau promoții. Oferta este valabilă pe e-shop-ul www.yves-rocher.ro , în magazine și în aplicația mobilă. Înainte de a confirma comanda, te rugăm să verifici dacă produsele OFERITE au fost adăugate în coș. În caz contrar, nu beneficiezi de promoție.",AI 2+1 OFERIT LA TOATE REZERVELE! PROFITĂ DE OFERTĂ!,,https://www.yves-rocher.ro/2-1-oferit/c/2plus1-refills,Special Banners
